Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date,Location
140063,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,COOK,7083839300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"520 S MAPLE AVE
OAK PARK, IL 60304
(41.879301903000055, -87.80378970999999)"
140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,3093443161,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"3333 NORTH SEMINARY
GALESBURG, IL 61401
(40.98701969500007, -90.36359365599998)"
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,7083521200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"5101 S WILLOW SPRINGS RD
LA GRANGE, IL 60525
(41.796831832000066, -87.88844392099998)"
140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,3096552000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"530 NE GLEN OAK AVE
PEORIA, IL 61637
(40.702239606000035, -89.59096462199994)"
140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,COOK,7739953000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"45 W 111TH STREET
CHICAGO, IL 60628
(41.69252267300004, -87.62536991699994)"
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,SAINT CLAIR,6183323060,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"5900 BOND AVENUE
CENTREVILLE, IL 62207
(38.57127815500007, -90.10769030099999)"
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,8473164000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"355 RIDGE AVE
EVANSTON, IL 60202
(42.02421590900008, -87.68515009899994)"
140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,COOK,7738788700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"4646 N MARINE DRIVE
CHICAGO, IL 60640
(41.96637379500004, -87.64882741399998)"
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,7736264300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"645 SOUTH CENTRAL AVE
CHICAGO, IL 60644
(41.89244241600005, -87.76526384299996)"
140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,LAKE,8473604000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1324 NORTH SHERIDAN ROAD
WAUKEGAN, IL 60085
(42.37892888400006, -87.83118473299999)"
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,7737021000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"5841 SOUTH MARYLAND
CHICAGO, IL 60637
(41.78881314200004, -87.60488815299999)"
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,MCDONOUGH,3098334101,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"525 EAST GRANT STREET
MACOMB, IL 61455
(40.44790275500003, -90.66382068299998)"
140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,2173833311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"611 WEST PARK STREET
URBANA, IL 61801
(40.117402980000065, -88.21442098999995)"
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,DANVILLE,IL,61832,VERMILION,2174435000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"812 N LOGAN
DANVILLE, IL 61832
(40.13580258200005, -87.64493444099998)"
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,7735211710,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2875 WEST 19TH STREET
CHICAGO, IL 60623
(41.85549016500005, -87.69823431699996)"
140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,8478724561,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2520 ELISHA AVENUE
ZION, IL 60099
(42.44933906500006, -87.82690746299994)"
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GRUNDY,8159422932,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"150 W HIGH ST
MORRIS, IL 60450
(41.368965616000025, -88.42611751799996)"
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,7739623900,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"326 W 64TH ST
CHICAGO, IL 60621
(41.778140317000066, -87.63324695299997)"
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,8154333100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1100 EAST NORRIS DRIVE
OTTAWA, IL 61350
(41.356312391000074, -88.82461721299995)"
140113,PRESENCE COVENANT MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,2173372000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1400 WEST PARK AVENUE
URBANA, IL 61801
(40.11742739700003, -88.22724855299998)"
140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,7738788200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"5145 N CALIFORNIA AVE
CHICAGO, IL 60625
(41.97488654700004, -87.69887185099998)"
140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,3125256780,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"850 W IRVING PARK RD
CHICAGO, IL 60613
(41.954528512000024, -87.65310073099994)"
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MCHENRY,8153445000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"4201 MEDICAL CENTER DRIVE
MCHENRY, IL 60050
(42.31890191600007, -88.28040986499997)"
140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,COOK,7737748000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"7435 W TALCOTT AVENUE
CHICAGO, IL 60631
(41.988758379000046, -87.81313204199995)"
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,COOK,7085972000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"12935 S GREGORY
BLUE ISLAND, IL 60406
(41.658163898000055, -87.67823814899998)"
140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,3129425000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1653 WEST CONGRESS PARKWAY
CHICAGO, IL 60612
(41.875120809000066, -87.66800439899998)"
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,3093471151,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"600 SOUTH 13TH STREET
PEKIN, IL 61554
(40.56356995600004, -89.63306426899999)"
140122,HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DUPAGE,6308569000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"120 NORTH OAK ST
HINSDALE, IL 60521
(41.805488926000066, -87.92010747299997)"
140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,3128646000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1901 W HARRISON ST
CHICAGO, IL 60612
(41.87407109900005, -87.67413423499994)"
140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MADISON,6187983175,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2100 MADISON AVENUE
GRANITE CITY, IL 62040
(38.701237107000054, -90.14447228899996)"
140127,ADVOCATE BROMENN MEDICAL CENTER,1304 FRANKLIN AVENUE,NORMAL,IL,61761,MCLEAN,3094541400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1304 FRANKLIN AVENUE
NORMAL, IL 61761
(40.497316641000054, -88.99149970299999)"
140130,NORTHWESTERN LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,8472345600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"660 N WESTMORELAND ROAD
LAKE FOREST, IL 60045
(42.25089539500004, -87.86285058999994)"
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,7734718000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2701 W 68TH STREET
CHICAGO, IL 60629
(41.77000280100003, -87.69083987199997)"
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,2178778121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2300 NORTH EDWARD STREET
DECATUR, IL 62526
(39.86678762300005, -88.95947357299997)"
140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DR,GREENVILLE,IL,62246,BOND,6186641230,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"200 HEALTHCARE DR
GREENVILLE, IL 62246
(38.90336311400006, -89.40838852199994)"
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,8156641176,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"600 E 1ST ST
SPRING VALLEY, IL 61362
(41.32869663100007, -89.19408710499994)"
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,6185264511,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"9515 HOLY CROSS LN
BREESE, IL 62230
(38.625182660000064, -89.52441944699996)"
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,6183952131,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"800 EAST LOCUST
OLNEY, IL 62450
(38.735038141000075, -88.07701138399995)"
140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62781,SANGAMON,2177883000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"701 N FIRST ST
SPRINGFIELD, IL 62781
(39.80866524400005, -89.65470946799996)"
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,3129963900,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1740 WEST TAYLOR ST SUITE 1400
CHICAGO, IL 60612
(41.86921266400003, -87.67043989099994)"
140155,PRESENCE ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,KANKAKEE,8159372490,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"500 W COURT ST
KANKAKEE, IL 60901
(41.121142994000024, -87.87177385999996)"
140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,3125672000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2525 S MICHIGAN AVE
CHICAGO, IL 60616
(41.84681320800007, -87.62352396199998)"
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,8152354131,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1045 WEST STEPHENSON STREET
FREEPORT, IL 61032
(42.29579546100007, -89.63842492799995)"
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,8158422828,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2500 WEST REYNOLDS STREET
PONTIAC, IL 61764
(40.87336322600004, -88.67901986599998)"
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MCLEAN,3096623311,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2200 E WASHINGTON
BLOOMINGTON, IL 61701
(40.48005861100006, -88.95425920299994)"
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62902,JACKSON,6185490721,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"405 W JACKSON
CARBONDALE, IL 62902
(37.67627891400008, -89.15191899799999)"
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,2174647000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1800 E LAKE SHORE DR
DECATUR, IL 62521
(39.82637961100005, -88.93185682599994)"
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,IROQUOIS,8154325201,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"200 FAIRMAN STREET
WATSEKA, IL 60970
(40.780398639000055, -87.73445654299996)"
140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,7087474000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"20201 S CRAWFORD AVENUE
OLYMPIA FIELDS, IL 60461
(41.52247276300005, -87.71321975399997)"
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,KANE,6308592222,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1325 N HIGHLAND AVENUE
AURORA, IL 60506
(41.788011115000074, -88.32889327499998)"
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,MCHENRY,8157885823,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"3701 DOTY ROAD
WOODSTOCK, IL 60098
(42.27601859600003, -88.39895776999998)"
140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,COOK,7739477500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"7531 S STONY ISLAND AVE
CHICAGO, IL 60649
(41.75776379100006, -87.58568871499995)"
140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,7084226200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2800 W 95TH ST
EVERGREEN PARK, IL 60805
(41.720907983000075, -87.69093129499998)"
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,3127702000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2233 W DIVISION ST
CHICAGO, IL 60622
(41.90303900300006, -87.68302222099999)"
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,7737680810,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"8012 SOUTH CRANDON AVENUE
CHICAGO, IL 60617
(41.749601444000064, -87.56868927899995)"
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,7739751600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"836 WEST WELLINGTON AVENUE
CHICAGO, IL 60657
(41.93635737100004, -87.65044100799997)"
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,6189987000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"3333 W DE YOUNG
MARION, IL 62959
(37.74488660900005, -88.99405084199998)"
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"4500 MEMORIAL DRIVE
BELLEVILLE, IL 62226
(38.550503666000054, -90.02144085499998)"
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,8159331671,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"350 N WALL ST
KANKAKEE, IL 60901
(41.12378773300003, -87.88238796599995)"
140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,BELLEVILLE,IL,62220,SAINT CLAIR,6182342120,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"211 S THIRD ST
BELLEVILLE, IL 62220
(38.51134221600006, -89.98823554999996)"
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,COLES,2172582572,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1000 HEALTH CENTER DRIVE P O BOX 372
MATTOON, IL 61938
(39.48805542400004, -88.27576324499995)"
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,COOK,7083332300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"ONE INGALLS DRIVE
HARVEY, IL 60426
(41.60651983300005, -87.65952786499997)"
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,COOK,7732719040,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"5025 N PAULINA STREET
CHICAGO, IL 60640
(41.97280296000008, -87.67107692999997)"
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,6308331400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"155 EAST BRUSH HILL ROAD
ELMHURST, IL 60126
(41.861478299000055, -87.94135094099994)"
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,8479905200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"801 S MILWAUKEE AVE
LIBERTYVILLE, IL 60048
(42.29145225800005, -87.95509651099997)"
140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,7732928200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1044 N FRANCISCO AVE
CHICAGO, IL 60622
(41.89982395700008, -87.69929750299997)"
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,7086848000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"4440 W 95TH STREET
OAK LAWN, IL 60453
(41.720282258000054, -87.73247792699999)"
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,3096725522,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"221 N E GLEN OAK AVE
PEORIA, IL 61636
(40.69981768700006, -89.59514133499994)"
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,SALINE,6182537671,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"100 DOCTOR WARREN TUTTLE DR
HARRISBURG, IL 62946
(37.73091479000004, -88.52381527299997)"
140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,KANE,6302083000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"300 RANDALL RD
GENEVA, IL 60134
(41.88664365100004, -88.34039192599994)"
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,8153001100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1900 SILVER CROSS BLVD
NEW LENOX, IL 60451
(41.54450486700006, -87.98612349999996)"
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,8476953200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"77 N AIRLITE STREET
ELGIN, IL 60123
(42.03479415900006, -88.32884487899997)"
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,8477232210,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1775 DEMPSTER ST
PARK RIDGE, IL 60068
(42.039740633000065, -87.84853559399994)"
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,7736653000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"2900 NORTH LAKE SHORE DRIVE
CHICAGO, IL 60657
(41.93486948200007, -87.63675881099994)"
140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,WINNEBAGO,8159684400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,,4 - Data suppressed by CMS for one or more quarters.,01/01/2013,12/31/2013,"1401 EAST STATE STREET
ROCKFORD, IL 61104
(42.26691211200006, -89.07352082899996)"
